county,year,month,cases,deaths
"Minidoka, Idaho",2020,11,45797,368.0
"Minidoka, Idaho",2020,12,59376,642.0
"Minidoka, Idaho",2021,1,66973,762.0
"Minidoka, Idaho",2021,2,45090,561.0
"Minnehaha, South Dakota",2020,3,212,0.0
"Minnehaha, South Dakota",2020,4,28950,91.0
"Minnehaha, South Dakota",2020,5,90405,1080.0
"Minnehaha, South Dakota",2020,6,104464,1592.0
"Minnehaha, South Dakota",2020,7,118948,1877.0
"Minnehaha, South Dakota",2020,8,144365,2108.0
"Minnehaha, South Dakota",2020,9,180550,2258.0
"Minnehaha, South Dakota",2020,10,277686,2926.0
"Minnehaha, South Dakota",2020,11,502884,4272.0
"Minnehaha, South Dakota",2020,12,719803,7189.0
"Minnehaha, South Dakota",2021,1,812654,8998.0
"Minnehaha, South Dakota",2021,2,547472,6402.0
"Missaukee, Michigan",2020,3,6,5.0
"Missaukee, Michigan",2020,4,168,30.0
"Missaukee, Michigan",2020,5,496,31.0
"Missaukee, Michigan",2020,6,717,30.0
"Missaukee, Michigan",2020,7,1136,31.0
"Missaukee, Michigan",2020,8,1302,31.0
"Missaukee, Michigan",2020,9,1684,30.0
"Missaukee, Michigan",2020,10,2407,31.0
"Missaukee, Michigan",2020,11,5969,62.0
"Missaukee, Michigan",2020,12,11994,216.0
"Missaukee, Michigan",2021,1,18650,406.0
"Missaukee, Michigan",2021,2,14285,339.0
"Mississippi, Arkansas",2020,4,230,0.0
"Mississippi, Arkansas",2020,5,1730,20.0
"Mississippi, Arkansas",2020,6,3159,72.0
"Mississippi, Arkansas",2020,7,12121,154.0
"Mississippi, Arkansas",2020,8,34539,472.0
"Mississippi, Arkansas",2020,9,46065,1249.0
"Mississippi, Arkansas",2020,10,62440,1855.0
"Mississippi, Arkansas",2020,11,84613,2259.0
"Mississippi, Arkansas",2020,12,120364,2746.0
"Mississippi, Arkansas",2021,1,150374,3122.0
"Mississippi, Arkansas",2021,2,108713,2211.0
"Mississippi, Missouri",2020,4,151,0.0
"Mississippi, Missouri",2020,5,1422,0.0
"Mississippi, Missouri",2020,6,2190,0.0
"Mississippi, Missouri",2020,7,3268,0.0
"Mississippi, Missouri",2020,8,5423,0.0
"Mississippi, Missouri",2020,9,8114,63.0
"Mississippi, Missouri",2020,10,11696,140.0
"Mississippi, Missouri",2020,11,19181,183.0
"Mississippi, Missouri",2020,12,32280,284.0
"Mississippi, Missouri",2021,1,36533,598.0
"Mississippi, Missouri",2021,2,24799,460.0
"Missoula, Montana",2020,3,106,0.0
"Missoula, Montana",2020,4,930,27.0
"Missoula, Montana",2020,5,1212,31.0
"Missoula, Montana",2020,6,1429,30.0
"Missoula, Montana",2020,7,4903,31.0
"Missoula, Montana",2020,8,11284,60.0
"Missoula, Montana",2020,9,17148,90.0
"Missoula, Montana",2020,10,49315,237.0
"Missoula, Montana",2020,11,107076,1040.0
"Missoula, Montana",2020,12,177165,1452.0
"Missoula, Montana",2021,1,220428,1975.0
"Missoula, Montana",2021,2,158122,1648.0
"Mitchell, Georgia",2020,3,112,2.0
"Mitchell, Georgia",2020,4,5436,522.0
"Mitchell, Georgia",2020,5,11590,986.0
"Mitchell, Georgia",2020,6,12906,1092.0
"Mitchell, Georgia",2020,7,15850,1245.0
"Mitchell, Georgia",2020,8,20674,1292.0
"Mitchell, Georgia",2020,9,22845,1350.0
"Mitchell, Georgia",2020,10,26996,1404.0
"Mitchell, Georgia",2020,11,28251,1438.0
"Mitchell, Georgia",2020,12,36057,1602.0
"Mitchell, Georgia",2021,1,50446,1889.0
"Mitchell, Georgia",2021,2,37983,1448.0
"Mitchell, Iowa",2020,4,60,0.0
"Mitchell, Iowa",2020,5,115,0.0
"Mitchell, Iowa",2020,6,269,0.0
"Mitchell, Iowa",2020,7,1746,0.0
"Mitchell, Iowa",2020,8,2661,0.0
"Mitchell, Iowa",2020,9,4945,0.0
"Mitchell, Iowa",2020,10,7243,6.0
"Mitchell, Iowa",2020,11,17336,94.0
"Mitchell, Iowa",2020,12,28784,616.0
"Mitchell, Iowa",2021,1,35180,1062.0
"Mitchell, Iowa",2021,2,23686,789.0
"Mitchell, Kansas",2020,3,28,0.0
"Mitchell, Kansas",2020,4,63,0.0
"Mitchell, Kansas",2020,5,96,0.0
"Mitchell, Kansas",2020,6,120,0.0
"Mitchell, Kansas",2020,7,484,0.0
"Mitchell, Kansas",2020,8,864,0.0
"Mitchell, Kansas",2020,9,1204,0.0
"Mitchell, Kansas",2020,10,1666,0.0
"Mitchell, Kansas",2020,11,3572,0.0
"Mitchell, Kansas",2020,12,9706,0.0
"Mitchell, Kansas",2021,1,15214,0.0
"Mitchell, Kansas",2021,2,11044,0.0
"Mitchell, North Carolina",2020,4,110,0.0
"Mitchell, North Carolina",2020,5,221,0.0
"Mitchell, North Carolina",2020,6,603,0.0
"Mitchell, North Carolina",2020,7,1782,25.0
"Mitchell, North Carolina",2020,8,2564,84.0
"Mitchell, North Carolina",2020,9,3288,90.0
"Mitchell, North Carolina",2020,10,5908,111.0
"Mitchell, North Carolina",2020,11,11876,136.0
"Mitchell, North Carolina",2020,12,22321,186.0
"Mitchell, North Carolina",2021,1,30544,312.0
"Mitchell, North Carolina",2021,2,23990,292.0
"Mitchell, Texas",2020,4,24,0.0
"Mitchell, Texas",2020,5,31,0.0
"Mitchell, Texas",2020,6,65,0.0
"Mitchell, Texas",2020,7,847,0.0
"Mitchell, Texas",2020,8,2069,25.0
"Mitchell, Texas",2020,9,2456,30.0
"Mitchell, Texas",2020,10,4241,55.0
"Mitchell, Texas",2020,11,8037,127.0
"Mitchell, Texas",2020,12,12946,291.0
"Mitchell, Texas",2021,1,16505,595.0
"Mitchell, Texas",2021,2,11430,558.0
"Mobile, Alabama",2020,3,242,5.0
"Mobile, Alabama",2020,4,16400,718.0
"Mobile, Alabama",2020,5,52075,2938.0
"Mobile, Alabama",2020,6,84551,3871.0
"Mobile, Alabama",2020,7,175849,4943.0
"Mobile, Alabama",2020,8,336393,7124.0
"Mobile, Alabama",2020,9,387768,8487.0
"Mobile, Alabama",2020,10,460990,9610.0
"Mobile, Alabama",2020,11,557696,10283.0
"Mobile, Alabama",2020,12,706791,12948.0
"Mobile, Alabama",2021,1,924135,17033.0
"Mobile, Alabama",2021,2,688009,13273.0
"Moca, Puerto Rico",2020,5,484,0.0
"Moca, Puerto Rico",2020,6,1090,0.0
"Moca, Puerto Rico",2020,7,2661,0.0
"Moca, Puerto Rico",2020,8,6307,0.0
"Moca, Puerto Rico",2020,9,9036,0.0
"Moca, Puerto Rico",2020,10,12681,0.0
"Moca, Puerto Rico",2020,11,19022,0.0
"Moca, Puerto Rico",2020,12,29430,0.0
"Moca, Puerto Rico",2021,1,38522,0.0
"Moca, Puerto Rico",2021,2,27156,0.0
"Modoc, California",2020,7,6,0.0
"Modoc, California",2020,8,154,0.0
"Modoc, California",2020,9,619,0.0
"Modoc, California",2020,10,846,0.0
"Modoc, California",2020,11,2097,0.0
"Modoc, California",2020,12,5289,2.0
"Modoc, California",2021,1,8492,82.0
"Modoc, California",2021,2,6347,80.0
"Moffat, Colorado",2020,3,12,0.0
"Moffat, Colorado",2020,4,131,0.0
"Moffat, Colorado",2020,5,192,0.0
"Moffat, Colorado",2020,6,261,0.0
"Moffat, Colorado",2020,7,542,22.0
"Moffat, Colorado",2020,8,962,31.0
"Moffat, Colorado",2020,9,1124,30.0
"Moffat, Colorado",2020,10,1644,31.0
"Moffat, Colorado",2020,11,4880,52.0
"Moffat, Colorado",2020,12,13888,498.0
"Moffat, Colorado",2021,1,18086,661.0
"Moffat, Colorado",2021,2,12832,440.0
"Mohave, Arizona",2020,3,31,0.0
"Mohave, Arizona",2020,4,1477,72.0
"Mohave, Arizona",2020,5,7539,867.0
"Mohave, Arizona",2020,6,19921,2008.0
"Mohave, Arizona",2020,7,65119,3448.0
"Mohave, Arizona",2020,8,103610,5621.0
"Mohave, Arizona",2020,9,115074,6553.0
"Mohave, Arizona",2020,10,129401,7101.0
"Mohave, Arizona",2020,11,156703,7368.0
"Mohave, Arizona",2020,12,286360,9138.0
"Mohave, Arizona",2021,1,508682,13420.0
"Mohave, Arizona",2021,2,405677,11629.0
"Moniteau, Missouri",2020,3,19,0.0
"Moniteau, Missouri",2020,4,502,0.0
"Moniteau, Missouri",2020,5,1362,16.0
"Moniteau, Missouri",2020,6,1470,30.0
"Moniteau, Missouri",2020,7,2369,48.0
"Moniteau, Missouri",2020,8,4933,62.0
"Moniteau, Missouri",2020,9,7591,119.0
"Moniteau, Missouri",2020,10,14810,221.0
"Moniteau, Missouri",2020,11,29875,417.0
"Moniteau, Missouri",2020,12,42888,490.0
"Moniteau, Missouri",2021,1,49554,714.0
"Moniteau, Missouri",2021,2,33395,555.0
"Monmouth, New Jersey",2020,3,6248,96.0
"Monmouth, New Jersey",2020,4,121507,5267.0
"Monmouth, New Jersey",2020,5,224791,15204.0
"Monmouth, New Jersey",2020,6,262909,20709.0
"Monmouth, New Jersey",2020,7,300410,26038.0
"Monmouth, New Jersey",2020,8,326645,26584.0
"Monmouth, New Jersey",2020,9,342125,25895.0
"Monmouth, New Jersey",2020,10,410250,26938.0
"Monmouth, New Jersey",2020,11,515184,26484.0
"Monmouth, New Jersey",2020,12,821977,29736.0
"Monmouth, New Jersey",2021,1,1305179,35804.0
"Monmouth, New Jersey",2021,2,1041018,26503.0
"Mono, California",2020,3,65,1.0
"Mono, California",2020,4,664,30.0
"Mono, California",2020,5,987,31.0
"Mono, California",2020,6,1139,30.0
"Mono, California",2020,7,2339,31.0
"Mono, California",2020,8,4868,44.0
"Mono, California",2020,9,4910,60.0
"Mono, California",2020,10,5418,62.0
"Mono, California",2020,11,12989,72.0
"Mono, California",2020,12,21543,103.0
"Mono, California",2021,1,31814,124.0
"Mono, California",2021,2,23327,80.0
"Monona, Iowa",2020,3,17,0.0
"Monona, Iowa",2020,4,189,0.0
"Monona, Iowa",2020,5,502,0.0
"Monona, Iowa",2020,6,1387,0.0
"Monona, Iowa",2020,7,2493,0.0
"Monona, Iowa",2020,8,2992,18.0
"Monona, Iowa",2020,9,3849,30.0
"Monona, Iowa",2020,10,6673,36.0
"Monona, Iowa",2020,11,10385,60.0
"Monona, Iowa",2020,12,15714,371.0
"Monona, Iowa",2021,1,19609,520.0
"Monona, Iowa",2021,2,14883,449.0
"Monongalia, West Virginia",2020,3,209,0.0
"Monongalia, West Virginia",2020,4,2344,90.0
"Monongalia, West Virginia",2020,5,3628,152.0
"Monongalia, West Virginia",2020,6,4467,149.0
"Monongalia, West Virginia",2020,7,18516,155.0
"Monongalia, West Virginia",2020,8,30921,155.0
"Monongalia, West Virginia",2020,9,50882,150.0
"Monongalia, West Virginia",2020,10,68204,159.0
"Monongalia, West Virginia",2020,11,83900,211.0
"Monongalia, West Virginia",2020,12,134084,444.0
"Monongalia, West Virginia",2021,1,196511,1520.0
"Monongalia, West Virginia",2021,2,148958,1302.0
"Monroe, Alabama",2020,3,4,0.0
"Monroe, Alabama",2020,4,231,23.0
"Monroe, Alabama",2020,5,674,50.0
"Monroe, Alabama",2020,6,3667,60.0
"Monroe, Alabama",2020,7,9654,109.0
"Monroe, Alabama",2020,8,15360,197.0
"Monroe, Alabama",2020,9,17094,235.0
"Monroe, Alabama",2020,10,19346,285.0
"Monroe, Alabama",2020,11,21947,314.0
"Monroe, Alabama",2020,12,30452,330.0
"Monroe, Alabama",2021,1,44312,501.0
"Monroe, Alabama",2021,2,32601,619.0
"Monroe, Arkansas",2020,4,72,0.0
"Monroe, Arkansas",2020,5,146,0.0
"Monroe, Arkansas",2020,6,214,0.0
"Monroe, Arkansas",2020,7,905,0.0
"Monroe, Arkansas",2020,8,2284,0.0
"Monroe, Arkansas",2020,9,3335,0.0
"Monroe, Arkansas",2020,10,5788,12.0
"Monroe, Arkansas",2020,11,8085,100.0
"Monroe, Arkansas",2020,12,12050,160.0
"Monroe, Arkansas",2021,1,18726,346.0
"Monroe, Arkansas",2021,2,15758,327.0
"Monroe, Florida",2020,3,150,0.0
"Monroe, Florida",2020,4,1880,79.0
"Monroe, Florida",2020,5,2950,100.0
"Monroe, Florida",2020,6,4437,121.0
"Monroe, Florida",2020,7,23077,180.0
"Monroe, Florida",2020,8,49253,417.0
"Monroe, Florida",2020,9,53762,602.0
"Monroe, Florida",2020,10,63272,746.0
"Monroe, Florida",2020,11,85346,769.0
"Monroe, Florida",2020,12,119918,952.0
"Monroe, Florida",2021,1,150651,1156.0
"Monroe, Florida",2021,2,110504,843.0
"Monroe, Georgia",2020,3,30,0.0
"Monroe, Georgia",2020,4,427,31.0
"Monroe, Georgia",2020,5,2301,179.0
"Monroe, Georgia",2020,6,4014,417.0
"Monroe, Georgia",2020,7,8676,618.0
"Monroe, Georgia",2020,8,15615,946.0
"Monroe, Georgia",2020,9,19261,1388.0
"Monroe, Georgia",2020,10,25375,1660.0
"Monroe, Georgia",2020,11,28960,1771.0
"Monroe, Georgia",2020,12,40437,1911.0
"Monroe, Georgia",2021,1,59021,2259.0
"Monroe, Georgia",2021,2,44617,1691.0
"Monroe, Illinois",2020,3,22,0.0
"Monroe, Illinois",2020,4,1278,137.0
"Monroe, Illinois",2020,5,2617,341.0
"Monroe, Illinois",2020,6,3295,366.0
"Monroe, Illinois",2020,7,5599,403.0
"Monroe, Illinois",2020,8,11100,411.0
"Monroe, Illinois",2020,9,17641,450.0
"Monroe, Illinois",2020,10,25989,813.0
"Monroe, Illinois",2020,11,46969,1238.0
"Monroe, Illinois",2020,12,82044,1666.0
"Monroe, Illinois",2021,1,108850,2073.0
"Monroe, Illinois",2021,2,78804,1545.0
"Monroe, Indiana",2020,3,120,0.0
"Monroe, Indiana",2020,4,2676,87.0
"Monroe, Indiana",2020,5,4596,298.0
"Monroe, Indiana",2020,6,5950,674.0
"Monroe, Indiana",2020,7,13433,954.0
"Monroe, Indiana",2020,8,25987,1129.0
"Monroe, Indiana",2020,9,61385,1202.0
"Monroe, Indiana",2020,10,96578,1290.0
"Monroe, Indiana",2020,11,136592,1444.0
"Monroe, Indiana",2020,12,219364,2420.0
"Monroe, Indiana",2021,1,278197,3419.0
"Monroe, Indiana",2021,2,199866,3057.0
"Monroe, Iowa",2020,5,564,51.0
"Monroe, Iowa",2020,6,1393,176.0
"Monroe, Iowa",2020,7,1773,211.0
"Monroe, Iowa",2020,8,2546,238.0
"Monroe, Iowa",2020,9,4148,274.0
"Monroe, Iowa",2020,10,6870,344.0
"Monroe, Iowa",2020,11,11117,360.0
"Monroe, Iowa",2020,12,16688,464.0
"Monroe, Iowa",2021,1,24337,578.0
"Monroe, Iowa",2021,2,17229,531.0
"Monroe, Kentucky",2020,4,74,0.0
"Monroe, Kentucky",2020,5,271,0.0
"Monroe, Kentucky",2020,6,887,5.0
"Monroe, Kentucky",2020,7,1800,56.0
"Monroe, Kentucky",2020,8,3296,62.0
"Monroe, Kentucky",2020,9,5613,111.0
"Monroe, Kentucky",2020,10,7801,124.0
"Monroe, Kentucky",2020,11,16920,219.0
"Monroe, Kentucky",2020,12,26217,614.0
"Monroe, Kentucky",2021,1,33270,931.0
"Monroe, Kentucky",2021,2,24309,725.0
"Monroe, Michigan",2020,3,272,0.0
"Monroe, Michigan",2020,4,5942,205.0
"Monroe, Michigan",2020,5,12711,527.0
"Monroe, Michigan",2020,6,16866,628.0
"Monroe, Michigan",2020,7,22161,663.0
"Monroe, Michigan",2020,8,33615,765.0
"Monroe, Michigan",2020,9,43283,847.0
"Monroe, Michigan",2020,10,55732,963.0
"Monroe, Michigan",2020,11,109947,1655.0
"Monroe, Michigan",2020,12,210073,3718.0
"Monroe, Michigan",2021,1,264797,5276.0
"Monroe, Michigan",2021,2,188597,3811.0
"Monroe, Mississippi",2020,3,43,0.0
"Monroe, Mississippi",2020,4,1950,140.0
"Monroe, Mississippi",2020,5,6664,671.0
"Monroe, Mississippi",2020,6,8978,784.0
"Monroe, Mississippi",2020,7,15429,1222.0
"Monroe, Mississippi",2020,8,27100,1689.0
"Monroe, Mississippi",2020,9,34762,1936.0
"Monroe, Mississippi",2020,10,43849,2221.0
"Monroe, Mississippi",2020,11,53391,2283.0
"Monroe, Mississippi",2020,12,78460,2535.0
"Monroe, Mississippi",2021,1,108117,3167.0
"Monroe, Mississippi",2021,2,78219,2427.0
"Monroe, Missouri",2020,5,10,0.0
"Monroe, Missouri",2020,6,108,0.0
"Monroe, Missouri",2020,7,221,0.0
"Monroe, Missouri",2020,8,1255,0.0
"Monroe, Missouri",2020,9,2454,6.0
"Monroe, Missouri",2020,10,3834,39.0
"Monroe, Missouri",2020,11,8747,81.0
"Monroe, Missouri",2020,12,14166,143.0
"Monroe, Missouri",2021,1,17281,202.0
"Monroe, Missouri",2021,2,11688,179.0
"Monroe, New York",2020,3,1753,33.0
"Monroe, New York",2020,4,27358,1541.0
"Monroe, New York",2020,5,68209,4983.0
"Monroe, New York",2020,6,101374,7365.0
"Monroe, New York",2020,7,133003,8188.0
"Monroe, New York",2020,8,159084,7972.0
"Monroe, New York",2020,9,173474,7756.0
"Monroe, New York",2020,10,207647,8070.0
"Monroe, New York",2020,11,327198,8110.0
"Monroe, New York",2020,12,775024,12526.0
"Monroe, New York",2021,1,1312974,22863.0
"Monroe, New York",2021,2,997985,18699.0
"Monroe, Ohio",2020,4,54,0.0
"Monroe, Ohio",2020,5,1283,127.0
"Monroe, Ohio",2020,6,2462,460.0
"Monroe, Ohio",2020,7,2751,528.0
"Monroe, Ohio",2020,8,3007,558.0
"Monroe, Ohio",2020,9,3206,540.0
"Monroe, Ohio",2020,10,4378,558.0
"Monroe, Ohio",2020,11,7949,593.0
"Monroe, Ohio",2020,12,17447,712.0
"Monroe, Ohio",2021,1,29024,893.0
"Monroe, Ohio",2021,2,22096,720.0
"Monroe, Pennsylvania",2020,3,1099,26.0
"Monroe, Pennsylvania",2020,4,24744,901.0
"Monroe, Pennsylvania",2020,5,38693,2426.0
"Monroe, Pennsylvania",2020,6,40823,3144.0
"Monroe, Pennsylvania",2020,7,46329,3565.0
"Monroe, Pennsylvania",2020,8,51457,3881.0
"Monroe, Pennsylvania",2020,9,52874,3902.0
"Monroe, Pennsylvania",2020,10,59387,4163.0
"Monroe, Pennsylvania",2020,11,78819,4111.0
"Monroe, Pennsylvania",2020,12,150300,5472.0
"Monroe, Pennsylvania",2021,1,232589,6988.0
"Monroe, Pennsylvania",2021,2,180264,5055.0
"Monroe, Tennessee",2020,3,35,0.0
"Monroe, Tennessee",2020,4,288,15.0
"Monroe, Tennessee",2020,5,1313,44.0
"Monroe, Tennessee",2020,6,2792,112.0
"Monroe, Tennessee",2020,7,5960,207.0
"Monroe, Tennessee",2020,8,16233,326.0
"Monroe, Tennessee",2020,9,28475,492.0
"Monroe, Tennessee",2020,10,40260,739.0
"Monroe, Tennessee",2020,11,54806,1149.0
"Monroe, Tennessee",2020,12,94595,1530.0
"Monroe, Tennessee",2021,1,138096,1916.0
"Monroe, Tennessee",2021,2,101095,1640.0
"Monroe, West Virginia",2020,4,73,0.0
"Monroe, West Virginia",2020,5,192,0.0
"Monroe, West Virginia",2020,6,269,0.0
"Monroe, West Virginia",2020,7,507,0.0
"Monroe, West Virginia",2020,8,1341,16.0
"Monroe, West Virginia",2020,9,4262,199.0
"Monroe, West Virginia",2020,10,5987,248.0
"Monroe, West Virginia",2020,11,9236,256.0
"Monroe, West Virginia",2020,12,15596,327.0
"Monroe, West Virginia",2021,1,24428,341.0
"Monroe, West Virginia",2021,2,18254,238.0
"Monroe, Wisconsin",2020,3,8,0.0
"Monroe, Wisconsin",2020,4,294,3.0
"Monroe, Wisconsin",2020,5,467,31.0
"Monroe, Wisconsin",2020,6,1098,30.0
"Monroe, Wisconsin",2020,7,4318,31.0
"Monroe, Wisconsin",2020,8,7836,58.0
"Monroe, Wisconsin",2020,9,11544,62.0
"Monroe, Wisconsin",2020,10,27917,114.0
"Monroe, Wisconsin",2020,11,58831,301.0
"Monroe, Wisconsin",2020,12,97448,613.0
"Monroe, Wisconsin",2021,1,120168,859.0
"Monroe, Wisconsin",2021,2,85374,621.0
"Montague, Texas",2020,3,5,0.0
"Montague, Texas",2020,4,111,10.0
"Montague, Texas",2020,5,267,31.0
"Montague, Texas",2020,6,344,30.0
"Montague, Texas",2020,7,1010,31.0
"Montague, Texas",2020,8,2736,63.0
"Montague, Texas",2020,9,4805,97.0
"Montague, Texas",2020,10,7151,140.0
"Montague, Texas",2020,11,13389,381.0
"Montague, Texas",2020,12,33151,902.0
"Montague, Texas",2021,1,51990,1422.0
"Montague, Texas",2021,2,38586,1120.0
"Montcalm, Michigan",2020,3,36,0.0
"Montcalm, Michigan",2020,4,695,24.0
"Montcalm, Michigan",2020,5,1716,31.0
"Montcalm, Michigan",2020,6,2448,30.0
"Montcalm, Michigan",2020,7,4355,31.0
"Montcalm, Michigan",2020,8,6301,67.0
"Montcalm, Michigan",2020,9,8355,139.0
"Montcalm, Michigan",2020,10,15418,267.0
"Montcalm, Michigan",2020,11,40167,546.0
"Montcalm, Michigan",2020,12,88617,1471.0
"Montcalm, Michigan",2021,1,140836,2486.0
"Montcalm, Michigan",2021,2,110358,1806.0
"Monterey, California",2020,3,288,12.0
"Monterey, California",2020,4,3531,97.0
"Monterey, California",2020,5,10386,225.0
"Monterey, California",2020,6,31080,345.0
"Monterey, California",2020,7,94160,596.0
"Monterey, California",2020,8,195080,1360.0
"Monterey, California",2020,9,274665,1955.0
"Monterey, California",2020,10,339393,2583.0
"Monterey, California",2020,11,396511,3249.0
"Monterey, California",2020,12,652831,5023.0
"Monterey, California",2021,1,1071093,7623.0
"Monterey, California",2021,2,818573,5969.0
"Montezuma, Colorado",2020,3,3,0.0
"Montezuma, Colorado",2020,4,337,50.0
"Montezuma, Colorado",2020,5,866,83.0
"Montezuma, Colorado",2020,6,1830,90.0
"Montezuma, Colorado",2020,7,2670,104.0
"Montezuma, Colorado",2020,8,3588,143.0
"Montezuma, Colorado",2020,9,3896,150.0
"Montezuma, Colorado",2020,10,5484,155.0
"Montezuma, Colorado",2020,11,13136,166.0
"Montezuma, Colorado",2020,12,31678,365.0
"Montezuma, Colorado",2021,1,45308,591.0
"Montezuma, Colorado",2021,2,33506,445.0
"Montgomery, Alabama",2020,3,182,1.0
"Montgomery, Alabama",2020,4,5348,101.0
"Montgomery, Alabama",2020,5,27778,676.0
"Montgomery, Alabama",2020,6,84309,2117.0
"Montgomery, Alabama",2020,7,153267,3786.0
"Montgomery, Alabama",2020,8,223180,4815.0
"Montgomery, Alabama",2020,9,255014,5177.0
"Montgomery, Alabama",2020,10,298342,5998.0
"Montgomery, Alabama",2020,11,347838,6748.0
"Montgomery, Alabama",2020,12,441498,8071.0
"Montgomery, Alabama",2021,1,581324,9597.0
"Montgomery, Alabama",2021,2,433772,8780.0
"Montgomery, Arkansas",2020,4,3,0.0
"Montgomery, Arkansas",2020,5,35,0.0
"Montgomery, Arkansas",2020,6,74,0.0
"Montgomery, Arkansas",2020,7,387,0.0
"Montgomery, Arkansas",2020,8,1543,45.0
"Montgomery, Arkansas",2020,9,3895,122.0
"Montgomery, Arkansas",2020,10,5473,228.0
"Montgomery, Arkansas",2020,11,6860,280.0
"Montgomery, Arkansas",2020,12,12728,429.0
"Montgomery, Arkansas",2021,1,18555,696.0
"Montgomery, Arkansas",2021,2,13905,549.0
"Montgomery, Georgia",2020,4,40,0.0
"Montgomery, Georgia",2020,5,192,0.0
"Montgomery, Georgia",2020,6,639,0.0
"Montgomery, Georgia",2020,7,2212,0.0
"Montgomery, Georgia",2020,8,5424,61.0
"Montgomery, Georgia",2020,9,8126,136.0
"Montgomery, Georgia",2020,10,11552,236.0
"Montgomery, Georgia",2020,11,12408,299.0
"Montgomery, Georgia",2020,12,15184,310.0
"Montgomery, Georgia",2021,1,22969,418.0
"Montgomery, Georgia",2021,2,16720,400.0
"Montgomery, Illinois",2020,3,4,0.0
"Montgomery, Illinois",2020,4,365,3.0
"Montgomery, Illinois",2020,5,1100,0.0
"Montgomery, Illinois",2020,6,1233,0.0
"Montgomery, Illinois",2020,7,2812,40.0
"Montgomery, Illinois",2020,8,5967,197.0
"Montgomery, Illinois",2020,9,9207,323.0
"Montgomery, Illinois",2020,10,16168,417.0
"Montgomery, Illinois",2020,11,27656,513.0
"Montgomery, Illinois",2020,12,49132,620.0
"Montgomery, Illinois",2021,1,88726,1270.0
"Montgomery, Illinois",2021,2,67230,1427.0
"Montgomery, Indiana",2020,3,28,0.0
"Montgomery, Indiana",2020,4,735,0.0
"Montgomery, Indiana",2020,5,5215,296.0
"Montgomery, Indiana",2020,6,8011,589.0
"Montgomery, Indiana",2020,7,9501,661.0
"Montgomery, Indiana",2020,8,11563,682.0
"Montgomery, Indiana",2020,9,14680,661.0
"Montgomery, Indiana",2020,10,17674,713.0
"Montgomery, Indiana",2020,11,33354,764.0
"Montgomery, Indiana",2020,12,71367,1172.0
"Montgomery, Indiana",2021,1,101726,1638.0
"Montgomery, Indiana",2021,2,74159,1570.0
"Montgomery, Iowa",2020,3,5,0.0
"Montgomery, Iowa",2020,4,30,0.0
"Montgomery, Iowa",2020,5,135,0.0
"Montgomery, Iowa",2020,6,280,54.0
"Montgomery, Iowa",2020,7,649,64.0
"Montgomery, Iowa",2020,8,1920,122.0
"Montgomery, Iowa",2020,9,2606,150.0
"Montgomery, Iowa",2020,10,4585,174.0
"Montgomery, Iowa",2020,11,10456,267.0
"Montgomery, Iowa",2020,12,19637,404.0
"Montgomery, Iowa",2021,1,26145,676.0
"Montgomery, Iowa",2021,2,18890,686.0
"Montgomery, Kansas",2020,3,12,0.0
"Montgomery, Kansas",2020,4,347,54.0
"Montgomery, Kansas",2020,5,613,62.0
"Montgomery, Kansas",2020,6,707,72.0
"Montgomery, Kansas",2020,7,2539,102.0
"Montgomery, Kansas",2020,8,5907,155.0
"Montgomery, Kansas",2020,9,10152,158.0
"Montgomery, Kansas",2020,10,18327,186.0
"Montgomery, Kansas",2020,11,27152,180.0
"Montgomery, Kansas",2020,12,51352,186.0
"Montgomery, Kansas",2021,1,83766,186.0
"Montgomery, Kansas",2021,2,62637,120.0
"Montgomery, Kentucky",2020,3,36,0.0
"Montgomery, Kentucky",2020,4,251,0.0
"Montgomery, Kentucky",2020,5,502,0.0
"Montgomery, Kentucky",2020,6,1159,0.0
"Montgomery, Kentucky",2020,7,2430,0.0
"Montgomery, Kentucky",2020,8,4530,11.0
"Montgomery, Kentucky",2020,9,7064,60.0
"Montgomery, Kentucky",2020,10,11833,115.0
"Montgomery, Kentucky",2020,11,22319,232.0
"Montgomery, Kentucky",2020,12,37262,361.0
"Montgomery, Kentucky",2021,1,53465,482.0
"Montgomery, Kentucky",2021,2,42316,455.0
"Montgomery, Maryland",2020,3,2353,11.0
"Montgomery, Maryland",2020,4,64549,2655.0
"Montgomery, Maryland",2020,5,251108,14051.0
"Montgomery, Maryland",2020,6,406084,20716.0
"Montgomery, Maryland",2020,7,500490,23747.0
"Montgomery, Maryland",2020,8,587333,25044.0
"Montgomery, Maryland",2020,9,642845,25033.0
"Montgomery, Maryland",2020,10,751389,26639.0
"Montgomery, Maryland",2020,11,883069,27333.0
"Montgomery, Maryland",2020,12,1246833,32229.0
"Montgomery, Maryland",2021,1,1653996,37812.0
"Montgomery, Maryland",2021,2,1219603,27140.0
"Montgomery, Mississippi",2020,3,41,1.0
"Montgomery, Mississippi",2020,4,446,30.0
"Montgomery, Mississippi",2020,5,2075,31.0
"Montgomery, Mississippi",2020,6,2896,37.0
"Montgomery, Mississippi",2020,7,6096,85.0
"Montgomery, Mississippi",2020,8,11065,278.0
"Montgomery, Mississippi",2020,9,13263,578.0
"Montgomery, Mississippi",2020,10,16222,692.0
"Montgomery, Mississippi",2020,11,19984,719.0
