county,TotalPop,PorPop,IncomePerCap,NewPoverty
"Scotland County, Missouri",4883,81664.5,23210.5,16.724247388900267
"Scotland County, North Carolina",35445,1060425.3,17007.428571428572,29.91748624629708
"Scott County, Arkansas",10584,217550.2,17964.666666666668,20.55462962962963
"Scott County, Illinois",5109,76105.5,26655.5,14.896359365825015
"Scott County, Indiana",23722,324687.4,23928.6,13.68718489166175
"Scott County, Iowa",171493,2135149.2,29660.68085106383,12.450357740549178
"Scott County, Kansas",4981,21418.3,31825.0,4.3
"Scott County, Kentucky",52322,626160.4,31937.85714285714,11.967440082565652
"Scott County, Minnesota",141463,800891.9,37430.333333333336,5.661493818171536
"Scott County, Mississippi",28399,790555.0,20126.666666666668,27.83742385295257
"Scott County, Missouri",38858,780735.5,23437.8,20.092014514385713
"Scott County, Tennessee",21949,575551.1,18634.6,26.222201467037223
"Scott County, Virginia",22290,394234.39999999997,21040.833333333332,17.686603858232388
"Scotts Bluff County, Nebraska",36509,478138.4,26663.727272727272,13.096452929414665
"Screven County, Georgia",14037,316959.30000000005,20203.6,22.580273562727083
"Scurry County, Texas",17346,233763.2,24970.5,13.476490257119798
"Searcy County, Arkansas",7925,138050.1,22427.666666666668,17.41957097791798
"Sebastian County, Arkansas",127362,2875635.2,23899.19230769231,22.57843940892888
"Sedgwick County, Colorado",2357,40069.0,24666.0,17.0
"Sedgwick County, Kansas",510484,7540147.4,26716.387096774193,14.770585170152248
"Seminole County, Florida",449260,5299129.4,30509.43023255814,11.795239727551975
"Seminole County, Georgia",8549,218436.2,21958.666666666668,25.551081997894492
"Seminole County, Oklahoma",25246,576545.9,19614.88888888889,22.837118751485384
"Seneca County, New York",34843,404104.8,27335.8,11.597876187469506
"Seneca County, Ohio",55549,850533.7,24706.928571428572,15.311413346774918
"Sequatchie County, Tennessee",14654,210414.0,23073.666666666668,14.35880988126109
"Sequoyah County, Oklahoma",41364,1019795.7,19048.88888888889,24.654184798375397
"Sevier County, Arkansas",17206,364551.0,19334.75,21.187434615831688
"Sevier County, Tennessee",95523,1472105.5,22709.058823529413,15.411005726369565
"Sevier County, Utah",20961,279729.60000000003,21077.6,13.345241162158295
"Seward County, Kansas",22948,427843.9,21901.2,18.64406048457382
"Seward County, Nebraska",17045,157251.7,29533.0,9.225679084775594
"Shackelford County, Texas",3348,59259.6,24296.0,17.7
"Shannon County, Missouri",8273,252570.7,18146.5,30.529517708207422
"Sharkey County, Mississippi",4631,134855.0,17058.5,29.12006046210322
"Sharp County, Arkansas",17041,397402.5,19475.5,23.320374391174227
"Shasta County, California",178919,3253108.3,27068.104166666668,18.1820170021071
"Shawano County, Wisconsin",41136,473377.69999999995,26886.909090909092,11.50762592376507
"Shawnee County, Kansas",178392,2383811.8,27181.93023255814,13.362772994304676
"Sheboygan County, Wisconsin",115094,937947.5,28844.653846153848,8.149403965454324
"Shelby County, Alabama",208721,1784241.4,33863.85106382979,8.5484517609632
"Shelby County, Illinois",21906,265849.2,24636.166666666668,12.135907970419064
"Shelby County, Indiana",44339,471285.9,26503.4,10.629150409346174
"Shelby County, Iowa",11772,102142.1,30453.25,8.676698946653076
"Shelby County, Kentucky",45831,568278.3,30868.222222222223,12.399430516462658
"Shelby County, Missouri",6084,93922.0,22396.333333333332,15.437541091387246
"Shelby County, Ohio",48902,434554.1,28089.7,8.886223467342848
"Shelby County, Tennessee",937847,19555168.7,25762.844748858446,20.851128915484082
"Shelby County, Texas",25689,592303.1,21355.0,23.056681848261903
"Shenandoah County, Virginia",42854,442231.19999999995,27871.0,10.319484762215895
"Sherburne County, Minnesota",92024,610753.8,32966.545454545456,6.636896896461793
"Sheridan County, Kansas",2497,11998.0,30168.5,4.804965959150981
"Sheridan County, Montana",3568,43530.8,33360.0,12.200336322869957
"Sheridan County, Nebraska",5241,82417.2,25746.0,15.725472238122496
"Sheridan County, North Dakota",1403,21606.2,34172.0,15.4
"Sheridan County, Wyoming",29964,204567.6,31205.666666666668,6.82711253504205
"Sherman County, Kansas",5999,99123.8,28611.5,16.523387231205202
"Sherman County, Nebraska",3048,32613.6,27983.0,10.7
"Sherman County, Oregon",1635,22399.5,34226.0,13.7
"Sherman County, Texas",3067,45391.6,25358.0,14.799999999999999
"Shiawassee County, Michigan",68617,902599.5,24573.058823529413,13.15416733462553
"Shoshone County, Idaho",12490,217568.6,23776.666666666668,17.419423538831065
"Sibley County, Minnesota",14888,127095.3,29738.25,8.536761149919398
"Sierra County, California",2885,35485.5,31750.0,12.3
"Sierra County, New Mexico",11254,239985.1,22949.0,21.324426870446064
"Silver Bow County, Montana",34514,663035.3,26065.375,19.21061887929536
"Simpson County, Kentucky",17881,310221.0,23575.75,17.34919747217717
"Simpson County, Mississippi",27215,739585.1,19011.8,27.175642109130994
"Sioux County, Iowa",34692,272884.8,27360.0,7.865928744379107
"Sioux County, Nebraska",1256,15574.4,26852.0,12.4
"Sioux County, North Dakota",4420,164027.4,15733.0,37.11027149321267
"Siskiyou County, California",43530,900387.4,23585.428571428572,20.68429588789341
"Sitka City and Borough, Alaska",8810,81170.50000000001,37052.0,9.21345062429058
"Skagit County, Washington",121725,1745491.8,30999.51724137931,14.339632778804683
"Skagway Municipality, Alaska",1038,5812.799999999999,39376.0,5.6
"Skamania County, Washington",11498,152700.30000000002,27941.2,13.280596625500088
"Slope County, North Dakota",674,4583.2,35118.0,6.8
"Smith County, Kansas",3693,49091.4,28205.5,13.293095044679124
"Smith County, Mississippi",16114,293341.7,21804.666666666668,18.20415166935584
"Smith County, Tennessee",19279,273229.7,23046.8,14.172400020747965
"Smith County, Texas",222277,3659915.8,25870.85,16.465562338883466
"Smyth County, Virginia",31298,543119.3,22147.88888888889,17.35316314141479
"Snohomish County, Washington",771904,6892175.8,36148.13422818792,8.928799177099743
"Snyder County, Pennsylvania",40570,436141.7,22858.375,10.750350012324377
"Socorro County, New Mexico",17098,460606.5,16881.666666666668,26.939203415604165
"Solano County, California",434981,4919743.3,31596.63157894737,11.310248723507463
"Somerset County, Maine",50994,906170.8,22698.70588235294,17.770145507314588
"Somerset County, Maryland",25801,584523.2000000001,19958.85714285714,22.65505988139995
"Somerset County, New Jersey",333316,1586487.2,50458.39705882353,4.759709104873453
"Somerset County, Pennsylvania",75619,938961.4,24092.95238095238,12.417003663100544
"Somervell County, Texas",8650,185543.0,27167.0,21.45005780346821
"Sonoma County, California",500943,5353288.9,39047.74747474748,10.686423205833798
"Southampton County, Virginia",18089,197326.2,23151.2,10.90862955387252
"Southeast Fairbanks Census Area, Alaska",6889,95025.2,28859.0,13.793758165190884
"Spalding County, Georgia",64192,1393681.5,21157.416666666668,21.711140017447658
"Spartanburg County, South Carolina",297732,4720105.3,23993.0,15.853537073609823
"Spencer County, Indiana",20610,199855.6,27500.6,9.697020863658418
"Spencer County, Kentucky",18012,157494.09999999998,30575.25,8.743842993559849
"Spink County, South Dakota",6478,64161.7,32667.666666666668,9.90455387465267
"Spokane County, Washington",490764,7640129.9,27856.009523809524,15.567828732343857
"Spotsylvania County, Virginia",130159,1038217.5,34018.63333333333,7.976532548652033
"St. Bernard Parish, Louisiana",45067,887310.1,20894.647058823528,19.688687953491467
"St. Charles County, Missouri",385115,2212638.2,35444.57692307692,5.745396050530362
"St. Charles Parish, Louisiana",52728,645034.1,29037.0,12.23323661052951
"St. Clair County, Alabama",86937,1187810.8,24348.384615384617,13.662891519146049
"St. Clair County, Illinois",264433,4502959.0,26294.383333333335,17.028733176267714
"St. Clair County, Michigan",159761,2138267.9,28222.102040816328,13.384166974418036
"St. Clair County, Missouri",9396,208627.0,20847.0,22.20381013197105
"St. Croix County, Wisconsin",87142,416842.8,36593.78571428572,4.783489017924766
"St. Francis County, Arkansas",26688,708897.4,17529.5,26.56240257793765
"St. Francois County, Missouri",66248,1028216.7,21858.81818181818,15.520720625528318
"St. Helena Parish, Louisiana",10509,277096.1,22518.0,26.36750404415263
"St. James Parish, Louisiana",21485,335963.5,25176.714285714286,15.637118920176867
"St. John the Baptist Parish, Louisiana",43565,786771.3,23287.545454545456,18.059710776999886
"St. Johns County, Florida",226578,2092873.5,41840.51282051282,9.236878690781982
"St. Joseph County, Indiana",268613,4918820.5,24559.226666666666,18.311922728981845
"St. Joseph County, Michigan",60890,959056.4,23207.529411764706,15.750638856955165
"St. Landry Parish, Louisiana",83580,2337493.0,19128.052631578947,27.967133285474993
"St. Lawrence County, New York",110817,2342682.1,22656.89285714286,21.140096736060354
"St. Louis County, Minnesota",200294,3153707.4,28348.954545454544,15.745391274826005
"St. Louis County, Missouri",999539,9821047.9,37507.91959798995,9.825577491223454
"St. Louis city, Missouri",314867,7949348.6,25081.83962264151,25.24668701388205
"St. Lucie County, Florida",298763,4966352.9,25002.86046511628,16.62305205129149
"St. Martin Parish, Louisiana",53609,946024.7000000001,24648.727272727272,17.646751478296554
"St. Mary Parish, Louisiana",52578,1021656.0,21884.5625,19.43124500741755
"St. Mary's County, Maryland",110979,906041.3,36753.64705882353,8.16407878968093
"St. Tammany Parish, Louisiana",249201,2701353.1,33260.78571428572,10.840057222884338
"Stafford County, Kansas",4251,61898.2,25635.0,14.560856269113149
"Stafford County, Virginia",141159,719147.9,39214.22222222222,5.094594747766703
"Stanislaus County, California",535684,9227781.4,23548.382978723403,17.22616579923985
"Stanley County, South Dakota",2994,17365.2,32862.0,5.8
"Stanly County, North Carolina",60875,953767.1,23315.0,15.66763203285421
"Stanton County, Kansas",2107,22755.6,21062.0,10.799999999999999
"Stanton County, Nebraska",6020,56940.0,28794.5,9.458471760797343
"Stark County, Illinois",5551,78297.8,30045.5,14.10517023959647
"Stark County, North Dakota",30316,246828.1,36916.0,8.141842591370894
"Stark County, Ohio",374273,5230543.2,26114.174418604653,13.975208470822102
"Starke County, Indiana",22966,383286.1,22519.428571428572,16.689284159191846
"Starr County, Texas",63420,2218712.7,13077.4,34.98443235572375
"Staunton city, Virginia",24273,321546.2,28262.833333333332,13.247072879330945
"Ste. Genevieve County, Missouri",17882,299564.8,26406.0,16.7523095850576
"Stearns County, Minnesota",155300,2128347.7,28674.48275862069,13.704750160978753
"Steele County, Minnesota",36612,366114.30000000005,29473.0,9.99984431333989
"Steele County, North Dakota",1915,7277.0,40479.0,3.8
"Stephens County, Georgia",25625,462382.5,20296.6,18.04419512195122
"Stephens County, Oklahoma",44293,669283.5,24750.0,15.110367326665614
"Stephens County, Texas",9365,197262.7,22547.666666666668,21.063822744260545
"Stephenson County, Illinois",45839,742471.4,25517.23076923077,16.19737341565043
"Sterling County, Texas",1139,19363.0,25675.0,17.0
"Steuben County, Indiana",34459,353501.9,28016.11111111111,10.258623291447808
"Steuben County, New York",97539,1421041.1,27138.466666666667,14.568952931647855
"Stevens County, Kansas",5741,97051.3,26250.5,16.90494687336701
"Stevens County, Minnesota",9759,151808.40000000002,31812.0,15.555733169382112
"Stevens County, Washington",43858,685800.0,23938.75,15.636827944730722
"Stewart County, Georgia",5832,248497.2,16291.5,42.60925925925926
"Stewart County, Tennessee",13248,251448.7,22682.0,18.980125301932368
"Stillwater County, Montana",9342,60420.0,32397.666666666668,6.467565831727682
"Stoddard County, Missouri",29634,499126.2,21937.125,16.843024903826684
"Stokes County, North Carolina",46124,640048.8,23699.444444444445,13.876697597779899
"Stone County, Arkansas",12443,301808.2,22062.333333333332,24.255259985534035
"Stone County, Mississippi",17981,314687.1,20896.0,17.501090039486122
"Stone County, Missouri",31529,403958.4,26523.166666666668,12.812280757397952
"Stonewall County, Texas",1084,15067.6,28063.0,13.9
"Storey County, Nevada",3891,29960.7,36388.0,7.7
"Story County, Iowa",95888,2612050.2,26381.25,27.240636993158688
"Strafford County, New Hampshire",126552,1487689.3,33168.48,11.75555739932992
"Stutsman County, North Dakota",21058,233182.0,31883.0,11.073321303067718
"Sublette County, Wyoming",10037,74823.5,31408.5,7.454767360765169
"Suffolk County, Massachusetts",780685,15809860.7,40105.35353535353,20.251267412592785
"Suffolk County, New York",1497595,10729667.0,42051.98136645963,7.164598573045449
"Suffolk city, Virginia",88057,982110.3,31034.39285714286,11.153120138092373
"Sullivan County, Indiana",20900,330464.2,22983.4,15.811684210526316
"Sullivan County, Missouri",6382,102648.0,22199.333333333332,16.083986211219052
"Sullivan County, New Hampshire",43073,402262.9,31545.8,9.33909641770947
"Sullivan County, New York",75783,1205903.8,28797.0,15.912589894831296
"Sullivan County, Pennsylvania",6192,80899.4,27021.0,13.06514857881137
"Sullivan County, Tennessee",156519,2597304.1,25930.615384615383,16.59417770366537
"Sully County, South Dakota",1390,4587.0,39888.0,3.3
"Summers County, West Virginia",13210,250058.0,20297.0,18.929447388342165
"Summit County, Colorado",29722,307563.2,36825.8,10.347998115873764
"Summit County, Ohio",541318,7486292.6,28946.325925925925,13.829749980602898
"Summit County, Utah",39731,298210.8,50569.0,7.505746142810399
"Sumner County, Kansas",23336,276087.1,25782.5,11.830952176894069
"Sumner County, Tennessee",175730,1718441.4,30307.190476190477,9.778873271496044
"Sumter County, Alabama",13084,475433.6,15521.5,36.337022317334146
"Sumter County, Florida",116754,999094.2,24425.944444444445,8.557258851945114
"Sumter County, Georgia",30687,1029811.6,19873.0,33.558562257633525
"Sumter County, South Carolina",107379,2282742.4,20666.956521739132,21.258741467139757
"Sunflower County, Mississippi",26915,887570.3,15490.0,32.97678989411109
"Surry County, North Carolina",72315,1274862.6,22998.590909090908,17.629296826384568
"Surry County, Virginia",6670,90978.3,27378.5,13.63992503748126
"Susquehanna County, Pennsylvania",41716,542017.3,27446.81818181818,12.993031450762299
"Sussex County, Delaware",215551,2595522.0,37872.24528301887,12.041335925140686
"Sussex County, New Jersey",143570,770257.8,40498.14634146341,5.365033084906318
"Sussex County, Virginia",11595,136277.2,16734.6,11.75310047434239
"Sutter County, California",95583,1599575.1,25678.04761904762,16.734932990176077
"Sutton County, Texas",3894,25311.0,31603.0,6.5
"Suwannee County, Florida",43814,889419.9,21213.571428571428,20.299901857853655
"Swain County, North Carolina",14208,296770.7,21042.75,20.887577421171173
"Sweet Grass County, Montana",3646,37918.4,28065.0,10.4
"Sweetwater County, Wyoming",44527,537868.8,32898.083333333336,12.07961012419431
"Swift County, Minnesota",9448,115196.4,29996.75,12.19267569856054
"Swisher County, Texas",7541,165498.2,19911.666666666668,21.946452725102773
"Switzerland County, Indiana",10617,209126.7,21737.666666666668,19.69734388245267
"Talbot County, Georgia",6423,108474.8,21251.333333333332,16.888494472987702
"Talbot County, Maryland",37461,375345.5,46140.0,10.019633752435867
"Taliaferro County, Georgia",1844,57164.0,17939.0,31.0
"Talladega County, Alabama",80888,1533226.5,20801.0,18.954931510236378
"Tallahatchie County, Mississippi",14552,391651.60000000003,15733.0,26.91393622869709
"Tallapoosa County, Alabama",40756,867163.8,22587.9,21.276960447541466
"Tama County, Iowa",17236,203790.0,27384.333333333332,11.823508934787654
"Taney County, Missouri",54308,928879.7,22605.5,17.103920232746557
"Tangipahoa Parish, Louisiana",128850,2852005.4,22513.9,22.134306558013193
"Taos County, New Mexico",32809,698925.6000000001,22571.5,21.302862019567804
"Tarrant County, Texas",1983675,26946590.4,30351.786516853932,13.584176036901205
"Tate County, Mississippi",28333,554978.3,21107.8,19.587699855292417
"Tattnall County, Georgia",25402,663691.6,17933.2,26.127533265097235
"Taylor County, Florida",22350,349051.89999999997,17823.75,15.617534675615211
"Taylor County, Georgia",8267,232331.40000000002,18395.666666666668,28.1034716342083
"Taylor County, Iowa",6214,68393.4,27784.333333333332,11.006340521403281
"Taylor County, Kentucky",25406,583018.5,20524.4,22.94806344957884
"Taylor County, Texas",135371,2195715.8,23263.162162162163,16.21998655546609
"Taylor County, West Virginia",16977,267636.8,23292.5,15.764669847440654
"Taylor County, Wisconsin",20344,222484.2,26155.333333333332,10.936108926464806
"Tazewell County, Illinois",134695,1082737.5,31651.3,8.038438694829058
"Tazewell County, Virginia",42689,660812.6,23459.545454545456,15.479692660872823
"Tehama County, California",63247,1321298.5,23083.363636363636,20.891085743197305
"Telfair County, Georgia",16339,472297.5000000001,18011.333333333332,28.906144806903736
"Teller County, Colorado",23769,177641.1,32709.333333333332,7.47364634608103
"Tensas Parish, Louisiana",4771,181705.69999999998,16777.0,38.08545378327394
"Terrebonne Parish, Louisiana",113067,2280699.3,22890.428571428572,20.171219719281485
"Terrell County, Georgia",8978,319279.3,18510.25,35.56240810871018
"Terrell County, Texas",721,12329.1,21204.0,17.1
"Terry County, Texas",12755,187900.9,20320.666666666668,14.7315484123873
"Teton County, Idaho",10776,89440.8,28004.0,8.3
"Teton County, Montana",6040,59405.0,26948.666666666668,9.835264900662251
"Teton County, Wyoming",22923,156856.5,47706.25,6.842756183745583
"Texas County, Missouri",25714,653506.3,17975.5,25.414416271291906
"Texas County, Oklahoma",21409,360737.7,23227.8,16.84981549815498
"Thayer County, Nebraska",5133,56356.399999999994,31155.5,10.97923241768946
"Thomas County, Georgia",44909,873160.3,23718.18181818182,19.442880046315885
"Thomas County, Kansas",7847,87105.0,27775.0,11.100420542882631
"Thomas County, Nebraska",643,7973.2,29243.0,12.4
"Throckmorton County, Texas",1541,26351.1,27732.0,17.099999999999998
"Thurston County, Nebraska",7055,215612.5,19266.5,30.56165839829908
"Thurston County, Washington",269885,3136639.3,32490.61224489796,11.622132760249736
"Tift County, Georgia",40531,1124396.3,21902.222222222223,27.7416372653031
"Tillamook County, Oregon",25840,400848.6,25805.75,15.512716718266253
"Tillman County, Oklahoma",7591,167706.4,21741.8,22.092794098274272
"Tioga County, New York",49322,552553.4,29816.1,11.20298041441953
"Tioga County, Pennsylvania",41550,556959.9,25388.8,13.404570397111915
"Tippah County, Mississippi",21993,499428.4,18753.25,22.708516346110127
"Tippecanoe County, Indiana",186081,4150588.2,24635.54054054054,22.305276734325375
"Tipton County, Indiana",15290,143950.1,29184.5,9.414656638325704
"Tipton County, Tennessee",61434,900988.7000000001,25039.76923076923,14.665961845232284
"Tishomingo County, Mississippi",19476,362703.2,19989.75,18.62308482234545
"Titus County, Texas",32664,630167.7,19665.5,19.292422850844964
"Toa Alta Municipio, Puerto Rico",74169,2211310.5,13694.76923076923,29.814484488128464
"Toa Baja Municipio, Puerto Rico",81905,2934409.6,12095.28,35.826989805262194
"Todd County, Kentucky",12377,248348.0,20419.75,20.065282378605477
"Todd County, Minnesota",24423,317067.1,25404.25,12.9823158498137
"Todd County, South Dakota",10016,520390.8,11459.0,51.95595047923322
"Tolland County, Connecticut",151596,1549577.1,38024.275862068964,10.221754531781842
"Tom Green County, Texas",116906,1484188.8,26677.416666666668,12.695574222024533
"Tompkins County, New York",104415,2346173.2,28793.739130434784,22.4696949671982
"Tooele County, Utah",63357,436947.60000000003,23863.2,6.89659548274066
"Toole County, Montana",5031,74328.0,23207.333333333332,14.774001192605844
"Toombs County, Georgia",27160,661832.7,21011.833333333332,24.36791973490427
"Torrance County, New Mexico",15534,421282.5,19246.75,27.120027037466205
"Towner County, North Dakota",2258,27999.2,36099.0,12.4
"Towns County, Georgia",11173,167775.9,22938.333333333332,15.016190817148482
"Traill County, North Dakota",8050,57645.6,32546.0,7.160944099378882
"Transylvania County, North Carolina",33291,519025.30000000005,26996.428571428572,15.590559009942629
"Traverse County, Minnesota",3357,36432.2,29972.0,10.852606493893356
"Travis County, Texas",1176584,17197752.2,39810.5668202765,14.616680322016958
"Treasure County, Montana",790,13430.0,22880.0,17.0
"Trego County, Kansas",2899,13915.2,33233.0,4.8
"Trempealeau County, Wisconsin",29510,265882.6,26479.125,9.00991528295493
"Treutlen County, Georgia",6752,142862.5,20014.5,21.158545616113745
"Trigg County, Kentucky",14286,227520.3,21481.0,15.92610247795044
"Trimble County, Kentucky",8697,132521.4,27273.0,15.23759917212832
"Trinity County, California",13037,258725.4,22533.8,19.845470583723248
"Trinity County, Texas",14481,267077.8,20045.4,18.443325737172845
"Tripp County, South Dakota",5480,108381.4,27981.0,19.777627737226275
"Troup County, Georgia",69433,1482952.5,22462.428571428572,21.35803580430055
"Trousdale County, Tennessee",8773,116540.0,22411.5,13.283939359398154
"Trujillo Alto Municipio, Puerto Rico",69478,2114982.9,15859.266666666666,30.44104464722646
"Trumbull County, Ohio",203341,3536682.1,24592.2,17.392862728126644
"Tucker County, West Virginia",7035,107289.7,22567.666666666668,15.250845771144277
"Tulare County, California",458809,12470189.0,18802.5,27.179477734743653
"Tulsa County, Oklahoma",637123,9946719.4,29513.65142857143,15.611929564620961
"Tunica County, Mississippi",10276,278889.9,18278.5,27.139927987543793
"Tuolumne County, California",53899,696237.2999999999,29706.18181818182,12.917443737360617
"Turner County, Georgia",8036,224276.0,20657.5,27.908909905425585
"Turner County, South Dakota",8242,86961.5,27845.5,10.551019170104343
"Tuscaloosa County, Alabama",204424,3595599.8,24264.957446808512,17.588931827965403
"Tuscarawas County, Ohio",92531,1280452.4,24711.47619047619,13.838091018145269
"Tuscola County, Michigan",53569,854062.2,23775.923076923078,15.943217159177882
"Twiggs County, Georgia",8323,226742.5,17418.5,27.24288117265409
"Twin Falls County, Idaho",82248,1192118.7,22980.85714285714,14.494196819375546
"Tyler County, Texas",21456,329731.6,22720.4,15.367803877703205
"Tyler County, West Virginia",8949,146472.1,24192.0,16.3674265281037
"Tyrrell County, North Carolina",4090,109612.0,17736.0,26.8
"Uinta County, Wyoming",20758,307663.4,27086.0,14.821437518065325
"Uintah County, Utah",36343,423486.5,24776.166666666668,11.652491538948354
"Ulster County, New York",180129,2428559.3,32688.340425531915,13.482333771907909
"Umatilla County, Oregon",76736,1367836.2,23200.466666666667,17.82522153878232
"Unicoi County, Tennessee",17830,359922.0,21808.75,20.186315199102637
"Union County, Arkansas",40022,810123.9,23162.1,20.24196441956924
"Union County, Florida",15300,318748.2,13524.666666666666,20.83321568627451
"Union County, Georgia",22262,283942.9,27489.5,12.754599766418112
"Union County, Illinois",17267,292010.2,24328.0,16.91146116870331
"Union County, Indiana",7225,59663.399999999994,22545.0,8.257910034602075
"Union County, Iowa",12497,171838.40000000002,26285.25,13.750372089301434
"Union County, Kentucky",14915,342884.4,22709.5,22.98923231645994
"Union County, Mississippi",28202,511232.1,19492.5,18.12751223317495
"Union County, New Jersey",557320,5765415.5,37057.51851851852,10.344892521352186
"Union County, New Mexico",4216,59867.2,23180.0,14.2
"Union County, North Carolina",222095,2118337.2,32041.951219512193,9.537977892343367
"Union County, Ohio",54688,398239.8,33998.7,7.2820326214160325
"Union County, Oregon",25810,454736.0,26508.875,17.61859744285161
"Union County, Pennsylvania",45056,376792.89999999997,22351.0,8.362768554687499
"Union County, South Carolina",27772,535989.4,21667.777777777777,19.29963272360651
"Union County, South Dakota",14929,109401.29999999999,34880.0,7.328106370152052
"Union County, Tennessee",19176,414047.6,20915.75,21.591969128076762
"Union Parish, Louisiana",22537,501693.30000000005,20674.833333333332,22.260873230687316
"Upshur County, Texas",40506,560805.1,23787.714285714286,13.844988396780723
"Upshur County, West Virginia",24604,523902.1,21382.5,21.29337099658592
"Upson County, Georgia",26241,599698.4,20193.85714285714,22.853488815212835
"Upton County, Texas",3575,64364.7,26811.5,18.004111888111886
"Utah County, Utah",576496,7186460.2,23394.55118110236,12.465758999195138
"Utuado Municipio, Puerto Rico",30209,1601019.0999999999,7942.375,52.99808335264325
"Uvalde County, Texas",27015,483306.5,19460.8,17.89030168424949
"Val Verde County, Texas",48976,1021290.4,19139.88888888889,20.852874877491015
"Valdez-Cordova Census Area, Alaska",9439,70650.7,34900.0,7.484977222163365
"Valencia County, New Mexico",75845,1660098.4,20498.055555555555,21.888040081745665
"Valley County, Idaho",10104,105007.2,28956.666666666668,10.392636579572446
"Valley County, Montana",7561,55866.4,29235.0,7.38875810078032
"Valley County, Nebraska",4252,49305.6,27253.5,11.595860771401693
"Van Buren County, Arkansas",16751,328876.7,20333.0,19.633257715957257
"Van Buren County, Iowa",7308,102495.6,25191.5,14.02512315270936
"Van Buren County, Michigan",75190,1187645.7,26182.866666666665,15.795261337943876
"Van Buren County, Tennessee",5675,110344.99999999999,20617.0,19.44405286343612
"Van Wert County, Ohio",28262,360277.5,25147.222222222223,12.747770858396434
"Van Zandt County, Texas",53607,762698.0,24994.4,14.227582218740089
"Vance County, North Carolina",44420,1021922.9,20610.0,23.00591850517785
"Vanderburgh County, Indiana",181831,3281007.9,24256.04081632653,18.044271328871314
"Vega Alta Municipio, Puerto Rico",38589,1943780.2000000002,9705.42857142857,50.371354531083995
"Vega Baja Municipio, Puerto Rico",54754,2399651.4,10061.307692307691,43.826047412061214
"Venango County, Pennsylvania",52880,720113.7,24778.75,13.61788388804841
"Ventura County, California",847834,8703140.9,36721.4161849711,10.265147304779003
"Vermilion County, Illinois",79207,1607995.2,23381.0,20.301175401164038
"Vermilion Parish, Louisiana",59841,1067213.4,23442.583333333332,17.834150498821877
"Vermillion County, Indiana",15644,211519.2,24913.2,13.520787522372796
"Vernon County, Missouri",20665,313743.4,22336.833333333332,15.18235664166465
"Vernon County, Wisconsin",30378,502620.2,25185.571428571428,16.545532951478044
"Vernon Parish, Louisiana",51906,850979.4,22424.75,16.394624898855625
"Victoria County, Texas",91518,1360967.9,27666.954545454544,14.871040669595052
"Vieques Municipio, Puerto Rico",8931,329217.69999999995,11133.0,36.86235583921173
"Vigo County, Indiana",107723,2205603.6,21345.821428571428,20.47476954782173
"Vilas County, Wisconsin",21465,328668.4,29330.2,15.311828558117867
"Villalba Municipio, Puerto Rico",23659,1184285.6,10877.333333333334,50.0564520901137
"Vinton County, Ohio",13142,276805.0,19713.333333333332,21.062623649368437
"Virginia Beach city, Virginia",450057,3604667.3,35432.9494949495,8.009357259191614
"Volusia County, Florida",518660,8383200.5,26347.274336283186,16.163190722245787
"Wabash County, Illinois",11568,151256.3,25055.0,13.075406293222683
"Wabash County, Indiana",31848,424508.8,25029.75,13.329213765385582
"Wabasha County, Minnesota",21490,130884.79999999999,32165.833333333332,6.090497906002791
"Wabaunsee County, Kansas",6918,42027.0,25952.5,6.075021682567216
"Wadena County, Minnesota",13626,204255.2,23995.333333333332,14.990107148099224
"Wagoner County, Oklahoma",76830,820676.7,27683.454545454544,10.681721983600156
"Wahkiakum County, Washington",4105,57059.5,26964.0,13.9
"Wake County, North Carolina",1023811,10724519.8,38765.31891891892,10.475097259162093
"Wakulla County, Florida",31586,411418.8,22661.0,13.025353004495662
"Waldo County, Maine",39280,565249.0,28321.125,14.39024949083503
"Walker County, Alabama",64927,1399007.1,20489.666666666668,21.54738552528224
"Walker County, Georgia",68609,1176069.4000000001,23507.923076923078,17.141619904094217
"Walker County, Texas",70818,1735162.5,17632.9,24.50171566550877
"Walla Walla County, Washington",59862,844537.3,24972.75,14.108070228191508
"Wallace County, Kansas",1591,16864.6,29931.0,10.6
"Waller County, Texas",48443,791965.6,23050.5,16.348401213797658
"Wallowa County, Oregon",6864,94371.6,26943.0,13.748776223776225
"Walsh County, North Dakota",10920,108532.5,30998.333333333332,9.938873626373626
"Walthall County, Mississippi",14670,385010.6,19785.0,26.244758009543283
"Walton County, Florida",63457,1082744.1,29242.636363636364,17.062642419276045
"Walton County, Georgia",88695,1143551.2,25495.0,12.89307401770111
"Walworth County, South Dakota",5502,56332.2,29057.0,10.238495092693565
"Walworth County, Wisconsin",102917,1379545.6,29107.0,13.404448244702042
"Wapello County, Iowa",35321,594776.1,22760.090909090908,16.839163670337758
"Ward County, North Dakota",69628,588177.7,33146.692307692305,8.447430631355202
"Ward County, Texas",11498,133317.4,26039.0,11.594833884153765
"Ware County, Georgia",35688,875601.6,18314.88888888889,24.53490248823134
"Warren County, Georgia",5410,145548.0,20686.5,26.90351201478743
"Warren County, Illinois",17429,242626.9,25978.0,13.920873257214986
"Warren County, Indiana",8269,78228.1,29294.0,9.46040633692103
"Warren County, Iowa",48630,303626.5,32719.333333333332,6.243604770717664
